SST,pCO2
22.581,366.089
22.577,365.379
22.584,365.908
22.593,366.894
22.593,366.408
22.595,366.323
22.582,367.725
22.584,368.474
22.65,370.146
22.654,369.487
22.649,370.102
22.647,369.783
22.649,369.968
22.653,369.024
22.66,368.779
22.65,368.856
22.653,368.707
22.662,369.028
22.66,369.012
22.652,367.33
22.653,368.259
22.65,367.242
22.646,367.415
22.643,368.088
22.646,369.57
22.648,368.873
22.639,368.581
22.733,366.472
22.704,365.586
22.689,367.547
22.685,367.344
22.667,366.853
22.638,366.749
22.642,365.904
22.677,366.124
22.685,365.527
22.681,365.665
22.676,367.279
22.648,366.523
22.634,367.976
22.631,367.161
22.728,367.325
22.771,366.122
22.789,366.793
22.781,366.464
22.78,367.125
22.727,370.188
22.72,368.976
22.708,369.436
22.72,369.91
22.743,368.344
22.762,369.122
22.797,368.952
22.812,368.803
22.829,368.295
22.841,368.169
22.861,368.133
22.888,367.756
22.892,367.105
22.873,367.414
22.844,368.644
22.832,367.529
22.816,367.09
22.795,367.219
22.808,368.376
23.179,365.752
23.138,364.788
23.105,365.18
23.068,366.074
23.034,365.276
23.056,365.183
23.064,364.403
23.005,365.721
22.945,367.084
22.939,367.865
22.962,368.133
22.951,367.475
22.988,366.827
23.013,365.621
22.956,365.607
22.778,366.949
22.726,366.469
22.705,366.305
22.707,366.348
22.641,368.333
22.636,367.941
22.628,367.063
22.632,367.244
22.659,367.34
22.662,366.187
22.663,366.117
22.663,366.608
22.691,366.132
22.695,365.932
22.691,365.773
22.694,365.786
22.682,365.566
22.684,365.595
22.685,365.767
22.671,365.213
22.677,364.928
22.691,364.507
22.69,363.548
22.454,362.023
22.452,360.804
22.459,360.576
22.461,362.003
22.455,361.882
22.46,363.26
22.464,362.092
22.468,362.057
22.482,361.998
22.479,362.766
22.474,361.745
22.482,362.795
22.479,362.503
22.485,361.478
22.499,361.1
22.498,361.844
22.535,362.457
22.564,363.255
22.588,363.634
22.869,365.069
22.877,365.732
22.869,366.64
22.878,367.497
22.886,367.478
22.852,365.956
22.83,365.196
22.823,366.252
22.817,366.009
22.812,365.809
22.839,364.947
22.877,363.015
22.904,362.001
22.912,362.614
22.91,361.67
22.911,363.585
22.904,363.894
22.911,364.359
22.898,365.081
23.039,364.827
23.024,364.488
23.034,365.212
23.021,364.491
23.014,364.504
23.018,364.571
23.042,363.85
23.052,364.397
23.058,364.968
23.033,364.593
23.029,365.129
23.01,365.702
23.013,365.366
23.005,364.654
23.016,365.199
23.008,364.039
23.016,363.861
23.027,364.279
23.047,364.321
22.948,367.284
22.966,366.714
22.977,368.526
22.968,367.631
22.998,367.33
23.025,365.488
23.028,366.747
23.039,367.54
23.042,366.401
23.09,366.559
23.111,366.078
23.097,365.216
23.094,364.797
23.088,365.599
23.077,365.739
23.061,366.725
23.07,367.701
23.064,366.343
23.062,365.399
22.927,364.762
22.92,363.586
22.935,363.984
22.919,365.068
22.925,365.08
22.931,365.779
22.932,365.769
22.965,366.253
22.995,366.252
23.021,366.321
23.033,365.3
23.053,365.201
23.076,365.206
23.078,365.532
23.072,366.026
23.072,366.349
23.059,366.117
23.063,366.133
23.066,366.041
22.959,367.374
22.96,367.029
22.968,366.688
22.98,365.621
22.984,364.485
22.99,366.129
22.982,364.723
22.972,366.125
22.968,365.505
22.982,364.815
22.969,363.852
22.976,365.544
22.984,365.161
22.992,366.139
23.002,365.104
22.999,366.312
23.014,365.827
23.015,365.347
23.013,363.601
23.074,365.574
23.066,364.861
23.078,365.601
23.11,366.29
23.125,366.103
23.139,364.929
23.157,365.486
23.139,365.579
23.102,365.075
23.087,365.188
23.078,364.234
23.068,364.036
23.078,365.223
23.072,364.767
23.084,364.887
23.077,364.916
23.074,364.094
23.084,362.763
23.087,362.168
23.045,366.106
23.053,365.793
23.063,365.302
23.078,365.701
23.079,365.372
23.091,364.925
23.088,365.149
23.07,364.715
23.065,365.411
23.078,364.928
23.099,364.921
23.112,364.672
23.117,363.919
23.13,363.29
23.145,364.148
23.147,364.493
23.152,365.066
23.141,366.35
23.128,366.142
23.221,365.086
23.216,364.775
23.217,365.163
23.225,365.037
23.225,364.508
23.217,364.413
23.222,365.427
23.217,365.814
23.226,366.405
23.227,366.68
23.232,365.73
23.223,364.864
23.219,364.896
23.213,364.204
23.2,364.203
23.193,365.659
23.194,365.151
23.188,364.362
23.192,364.394
23.377,365.898
23.373,365.172
23.369,364.528
23.317,366.276
23.256,366.433
23.218,365.976
23.21,367.493
23.212,367.323
23.198,367.142
23.204,366.206
23.204,366.231
23.201,366.427
23.206,366.523
23.198,366.634
23.204,365.268
23.207,365.087
23.21,366.792
23.215,365.603
23.221,364.561
23.453,365.487
23.466,366.123
23.484,366.254
23.479,365.534
23.472,365.986
23.471,366.342
23.463,366.933
23.464,367.002
23.457,367.086
23.461,366.818
23.465,367.946
23.464,367.399
23.462,368.422
23.461,367.105
23.456,367.583
23.454,366.687
23.458,366.121
23.454,366.864
23.449,366.802
23.319,369.125
23.323,369.075
23.333,369.48
23.335,370.086
23.333,369.846
23.345,368.833
23.353,368.306
23.359,367.659
23.358,367.959
23.36,368.073
23.349,367.028
23.35,367.065
23.349,366.39
23.355,366.942
23.366,367.354
23.352,366.127
23.339,366.506
23.337,365.98
23.337,365.413
23.525,368.77
23.524,367.686
23.51,367.607
23.505,366.558
23.513,366.57
23.517,367.623
23.522,367.613
23.53,367.921
23.535,367.162
23.571,366.901
23.576,366.472
23.59,366.481
23.585,367.449
23.577,367.297
23.581,366.934
23.582,366.874
23.59,366.689
23.59,367.026
23.59,366.71
23.495,370.585
23.645,369.705
23.66,369.617
23.679,368.921
23.702,367.933
23.751,368.258
23.758,367.003
23.765,366.766
23.766,365.114
23.766,364.319
23.759,365.269
23.768,364.431
23.774,363.957
23.773,364.142
23.766,363.805
23.747,364.081
23.738,363.461
23.74,363.489
23.731,364.132
24.027,362.29
24.015,362.783
24.007,362.096
23.982,361.886
23.894,361.632
23.766,362.314
23.741,361.937
23.759,361.785
23.776,362.075
23.781,362.089
23.79,363.676
23.795,363.598
23.81,363.837
23.802,364.422
23.797,363.678
23.787,364.563
23.751,365.933
23.76,365.491
23.78,364.018
23.989,367.133
23.978,365.818
23.972,365.576
23.95,366.267
23.848,366.655
23.837,365.903
23.831,365.004
23.829,366.006
23.816,365.658
23.809,366.111
23.803,365.944
23.817,365.81
23.837,366.235
23.851,365.942
23.866,365.188
23.886,364.562
23.903,364.744
23.922,364.199
23.922,365.64
24.008,366.157
23.981,365.656
23.962,365.402
23.947,365.765
23.939,365.016
23.955,366.306
24.017,365.186
24.01,365.63
23.999,365.048
24.012,365.525
24.02,365.257
24.013,364.419
24.026,362.861
24.031,361.48
24.031,361.756
24.014,361.576
24.005,360.497
24.016,360.399
24.016,361.183
24.455,366.197
24.448,366.584
24.433,366.18
24.437,365.278
24.441,365.598
24.459,363.995
24.455,364.366
24.458,363.818
24.46,363.747
24.435,363.446
24.428,363.319
24.43,363.412
24.432,361.94
24.435,361.757
24.434,362.369
24.444,363.005
24.453,363.097
24.45,364.488
24.451,363.535
24.263,362.906
24.269,362.027
24.281,362.16
24.284,362.466
24.29,362.567
24.294,361.715
24.293,360.148
24.293,360.47
24.304,361.501
24.299,362.413
24.298,363.125
24.309,361.954
24.34,362.116
24.377,361.122
24.393,359.858
24.405,361.356
24.419,362.343
24.429,362.316
24.438,364.158
24.407,362.001
24.412,362.542
24.417,362.988
24.424,363.812
24.429,363.923
24.431,363.328
24.438,361.378
24.443,362.515
24.45,362.632
24.446,363.523
24.446,364.457
24.443,363.332
24.459,364.527
24.456,363.448
24.443,362.914
24.429,363.449
24.426,363.257
24.405,363.234
24.384,362.296
24.336,362.237
24.316,362.05
24.292,361.725
24.284,362.512
24.278,362.193
24.264,362.265
24.26,360.973
24.266,361.172
24.283,361.135
24.294,361.253
24.286,362.377
24.266,362.509
24.23,361.697
24.232,360.085
24.236,359.936
24.232,359.855
24.261,359.681
24.297,360.408
24.308,359.333
24.587,367.6
24.58,366.539
24.587,366.392
24.583,367.132
24.556,366.654
24.537,366.789
24.526,366.179
24.526,366.084
24.548,366.218
24.565,366.267
24.578,366.146
24.584,366.563
24.578,366.822
24.575,366.618
24.566,366.316
24.56,365.522
24.553,364.914
24.563,365.09
24.565,364.126
24.621,364.396
24.618,364.232
24.628,363.748
24.637,364.441
24.644,363.95
24.648,364.822
24.656,364.654
24.641,364.196
24.653,363.342
24.641,362.84
24.631,363.127
24.625,363.848
24.624,362.699
24.621,363.386
24.622,362.92
24.625,363.886
24.627,362.61
24.644,363.287
24.632,363.667
24.872,364.881
24.896,364.532
24.935,364.357
24.956,365.435
24.959,364.856
24.97,364.202
24.962,363.921
24.954,363.856
24.944,364.718
24.941,364.675
24.946,365.796
24.939,366.756
24.947,366.053
24.95,365.036
24.944,365.205
24.943,364.877
24.955,364.493
24.947,363.581
24.945,362.887
24.736,359.974
24.734,360.765
24.717,360.449
24.719,362.684
24.702,361.644
24.685,362.685
24.671,363.868
24.667,363.314
24.737,361.539
24.775,361.907
24.787,361.731
24.802,362.189
24.792,361.958
24.774,362.175
24.773,362.116
24.762,362.121
24.753,362.154
24.757,362.186
24.79,362.737
25.168,362.627
25.279,362.37
25.322,362.413
25.365,362.43
25.373,361.532
25.387,361.341
25.393,360.94
25.403,361.691
25.403,362.045
25.41,360.73
25.41,361.169
25.414,361.854
25.407,362.219
25.378,362.843
25.36,361.355
25.341,361.309
25.347,361.189
25.348,360.705
25.349,360.923
25.717,361.182
25.718,361.298
25.721,361.128
25.73,360.165
25.735,360.983
25.729,360.514
25.737,361.818
25.738,361.721
25.746,362.329
25.74,361.766
25.754,361.204
25.747,361.386
25.746,361.259
25.742,361.668
25.746,361.922
25.742,362.911
25.737,361.954
25.739,361.607
25.735,362.271
25.432,365.577
25.431,364.61
25.43,365.596
25.425,364.599
25.432,364.401
25.43,364.069
25.417,363.931
25.417,363.952
25.404,364.316
25.387,364.235
25.396,363.581
25.403,362.829
25.407,363.375
25.407,363.296
25.43,363.201
25.442,362.913
25.452,362.973
25.471,364.296
25.515,363.672
25.774,359.471
25.763,359.747
25.768,359.382
25.764,360.028
25.75,360.195
25.755,359.806
25.749,359.433
25.749,359.24
25.756,360.452
25.754,360.813
25.751,360.028
25.754,359.126
25.762,358.534
25.761,359.116
25.763,359.545
25.766,360.089
25.776,360.707
25.781,361.166
25.784,360.483
25.877,364.843
25.869,363.339
25.871,363.605
25.867,363.447
25.86,363.015
25.836,362.197
25.828,361.257
25.818,361.773
25.813,362.159
25.806,361.122
25.806,361.706
25.795,361.773
25.785,361.845
25.771,361.421
25.767,360.958
25.764,361.121
25.753,362.087
25.758,362.157
25.747,361.877
25.797,359.468
25.788,358.927
25.774,358.269
25.776,358.714
25.764,358.257
25.77,358.925
25.765,359.054
25.76,358.677
25.764,360.311
25.76,360.829
25.76,360.616
25.751,360.086
25.758,359.957
25.757,358.459
25.76,359.712
25.761,360.034
25.757,359.17
25.747,360.952
25.765,361.207
25.999,363.214
26.013,363.343
26.009,362.39
26.016,361.617
25.992,362.365
25.908,362.958
25.864,362.335
25.867,361.901
25.867,361.213
25.865,360.581
25.842,360.709
25.848,360.847
25.847,360.468
25.861,360.683
25.853,361.051
25.859,361.72
25.86,360.516
25.84,361.395
25.805,360.725
25.503,360.678
25.481,361.213
25.457,361.376
25.485,360.934
25.498,361.546
25.514,361.417
25.529,361.549
25.527,362.618
25.53,362.131
25.529,362.277
25.531,363.598
25.537,362.834
25.526,362.484
25.518,361.839
25.521,362.229
25.52,363.233
25.507,362.172
25.464,362.213
25.462,362.742
25.671,361.691
25.651,361.623
25.654,361.659
25.683,361.291
25.691,360.769
25.694,360.844
25.673,361.762
25.65,361.273
25.641,361.608
25.624,360.509
25.63,360.742
25.641,361.087
25.64,362.287
25.651,361.32
25.672,360.472
25.679,359.919
25.69,361.654
25.687,361.614
25.683,360.44
25.628,359.344
25.623,359.065
25.615,358.919
25.601,359.43
25.604,359.934
25.602,359.312
25.597,358.871
25.594,358.52
25.589,359.705
25.579,359.644
25.568,357.726
25.568,359.272
25.56,359.178
25.553,359.004
25.545,359.042
25.523,358.176
25.507,359.156
25.496,358.189
25.49,358.277
25.389,365.795
25.383,365.284
25.396,364.416
25.391,363.461
25.372,362.946
25.378,362.599
25.395,362.346
25.39,363.327
25.38,363.223
25.36,362.223
25.344,361.56
25.293,361.302
25.272,362.2
25.265,361.886
25.259,361.67
25.262,363.092
25.27,362.159
25.264,362.243
25.266,361.701
25.552,361.882
25.534,362.159
25.541,361.827
25.562,361.651
25.532,360.417
25.547,362.117
25.557,363.277
25.562,363.084
25.573,364.399
25.569,366.33
25.589,366.169
25.594,366.961
25.6,367.285
25.613,366.043
25.627,364.958
25.638,362.59
25.646,362.03
25.662,363.031
25.675,363.617
25.65,366.954
25.649,365.532
25.652,364.608
25.659,365.543
25.636,365.811
25.616,363.816
25.615,364.707
25.612,364.154
25.607,362.945
25.61,362.814
25.576,362.564
25.568,361.661
25.569,360.659
25.579,359.91
25.596,359.913
25.605,360.557
25.625,360.239
25.631,360.707
25.65,360.722
26.309,359.467
26.31,358.852
26.313,358.94
26.312,359.662
26.302,358.611
26.297,358.607
26.296,359.123
26.296,359.295
26.299,359.027
26.3,358.548
26.26,356.923
26.232,356.686
26.234,357.473
26.25,357.894
26.264,358.681
26.268,358.781
26.272,357.799
26.292,357.405
26.3,356.61
26.275,356.584
26.275,357.017
26.273,355.981
26.274,356.815
26.279,356.718
26.28,356.512
26.285,356.78
26.292,357.051
26.299,357.059
26.301,356.983
26.299,357.367
26.302,357.612
26.302,357.366
26.292,357.084
26.281,357.1
26.288,357.062
26.286,356.76
26.285,356.278
26.283,355.679
25.9,359.624
25.904,359.551
25.912,359.914
25.903,360.062
25.879,359.189
25.87,359.002
25.865,359.635
25.867,359.28
25.849,359.229
25.845,358.886
25.857,358.56
25.87,358.312
25.871,357.871
25.938,356.757
25.944,357.01
25.957,356.711
25.961,358.323
25.978,358.761
25.978,358.662
26.049,355.309
26.022,355.204
25.995,354.309
25.979,354.278
25.971,353.834
25.972,353.808
25.973,354.196
25.971,354.244
25.967,354.274
25.979,353.987
25.979,354.434
25.976,354.445
25.985,354.465
25.995,355.048
26,354.582
26.023,354.519
26.052,353.474
26.073,353.405
26.082,353.362
26.851,362.133
26.859,361.953
26.861,361.468
26.868,361.203
26.868,361.083
26.866,361.89
26.884,362.141
26.959,360.858
27.005,360.874
26.998,360.421
26.987,360.412
26.979,360.491
26.98,360.766
26.967,360.473
26.967,361.19
26.963,360.916
26.953,360.76
26.955,360.358
26.935,359.952
26.887,360.898
26.884,360.989
26.898,360.463
26.904,361.007
26.911,360.174
26.918,359.317
26.948,359.459
26.963,359.241
26.967,358.826
26.975,358.626
26.996,359.082
27.001,359.177
27.009,358.848
27.02,358.188
27.015,358.092
27.009,358.57
27.017,359.792
27.022,360.557
27.011,360.262
26.92,359.935
26.93,360.247
26.922,360.028
26.921,360.187
26.901,359.634
26.897,359.349
26.901,359.628
26.901,360.491
26.909,361.608
26.909,362.011
26.916,362.528
26.924,362.357
26.92,361.85
26.923,361.406
26.916,361.662
26.924,360.179
26.93,360.07
26.914,360.181
26.898,360.593
26.761,361.128
26.76,360.578
26.737,360.92
26.705,361.178
26.679,361.588
26.683,360.555
26.69,360.028
26.701,358.838
26.695,358.686
26.708,359.048
26.705,358.792
26.711,358.48
26.712,358.316
26.719,357.804
26.703,359.116
26.701,359.225
26.714,358.632
26.734,358.846
26.743,359.633
26.705,360.898
26.705,361.018
26.698,360.579
26.695,361.232
26.705,360.715
26.727,360.029
26.753,359.646
26.756,360.311
26.726,360.363
26.716,360.616
26.737,360.332
26.756,360.144
26.762,359.545
26.772,359.793
26.786,359.421
26.794,359.821
26.803,359.587
26.813,359.144
26.821,359.281
26.777,358.347
26.767,359.353
26.769,358.684
26.788,359.289
26.779,358.828
26.776,358.188
26.776,357.321
26.774,357.809
26.768,357.301
26.77,357.091
26.773,356.844
26.768,356.33
26.765,356.156
26.761,356.708
26.74,356.638
26.722,356.51
26.701,356.283
26.694,357.14
26.714,356.407
26.989,362.582
26.987,362.369
26.975,361.398
26.959,361.313
26.942,361.475
26.92,361.1
26.895,361.28
26.883,360.591
26.88,359.85
26.883,359.905
26.88,360.562
26.873,361.073
26.872,360.105
26.865,359.517
26.859,359.205
26.84,359.151
26.819,358.618
26.811,358.526
26.79,358.647
26.885,359.832
26.886,359.684
26.93,360.151
26.987,360.061
27.039,359.076
27.055,358.083
27.063,357.757
27.076,358.077
27.092,358.568
27.101,358.981
27.123,360.046
27.14,359.778
27.17,359.306
27.169,360.39
27.178,360.088
27.162,360.621
27.151,361.067
27.133,360.281
27.117,360.157
27.051,360.319
27.058,360.481
27.08,360.272
27.081,359.58
27.078,359.733
27.063,359.486
27.062,360.392
27.046,360.124
27.046,360.644
27.059,361.51
27.064,361.221
27.061,361.027
27.064,360.575
27.072,360.502
27.06,360.148
27.06,360.11
27.049,360.081
27.041,360.139
27.04,359.448
27.159,358.656
27.175,358.487
27.194,358.653
27.198,358.804
27.162,358.642
27.139,358.94
27.123,358.987
27.112,359.252
27.087,359.449
27.058,359.03
27.062,358.734
26.995,359.074
27.002,358.907
27.036,358.919
27.025,358.75
27.007,358.206
27.003,357.742
27.015,356.512
27.05,356.491
26.967,360.733
26.942,360.938
26.927,360.615
26.933,360.33
26.926,359.172
26.92,359.221
26.911,358.913
26.91,358.886
26.905,357.762
26.912,357.89
26.916,358.674
26.922,358.515
26.939,358.156
26.953,357.556
26.942,357.455
26.924,357.435
26.904,356.496
26.907,357.89
26.897,359.533
26.951,355.834
26.928,356.141
26.936,356.527
26.939,356.365
26.943,355.398
26.954,355.562
26.967,354.987
26.971,354.902
27.003,354.3
27.013,353.639
27.018,354.019
27.026,354.278
27.032,353.953
27.028,353.698
27.019,354.779
27.023,355.304
27.046,354.583
27.06,354.428
27.066,354.347
26.894,360.105
26.893,359.8
26.884,359.078
26.894,358.287
26.903,357.678
26.897,357.26
26.875,357.124
26.871,356.577
26.891,356.914
26.902,356.83
26.91,357.395
26.918,357.026
26.935,356.364
26.943,355.472
26.975,355.16
27.042,354.484
27.032,355.129
27.038,354.407
27.043,354.913
26.996,356.068
26.988,356.05
26.989,356.76
27.006,356.421
27.015,356.301
27.031,356.803
27.046,356.931
27.04,357.273
27.048,357.777
27.051,357.032
27.05,357.034
27.057,357.125
27.052,357.195
27.062,356.914
27.054,357.211
27.052,356.723
27.051,357.156
27.048,356.609
27.048,356.477
26.813,355.886
26.812,356.178
26.813,356.082
26.808,356.45
26.8,356.018
26.788,355.063
26.775,355.725
26.761,356.184
26.884,356.736
27.029,357.197
27.082,356.983
27.1,357.602
27.111,358.051
27.122,359.005
27.133,359.253
27.139,358.778
27.135,358.545
27.131,358.505
27.128,358.408
26.952,358.513
26.975,359.36
27.004,359.883
27.048,359.443
27.083,359.9
27.1,359.713
27.129,359.61
27.144,359.271
27.153,358.604
27.16,357.996
27.167,358.657
27.171,359.909
27.162,358.972
27.161,358.963
27.153,358.734
27.15,358.813
27.149,358.678
27.139,358.139
27.126,357.91
27.131,355.941
27.132,356.855
27.128,356.184
27.127,356.205
27.126,356.204
27.135,356.08
27.135,356.055
27.141,355.42
27.137,355.211
27.122,354.457
27.08,355.066
27.085,355.922
27.075,355.989
27.07,355.979
27.054,354.904
27.036,353.978
27.016,355.018
27.003,354.764
27.009,357.439
26.765,356.155
26.772,356.155
26.78,356.634
26.767,355.604
26.775,354.738
26.776,354.484
26.791,354.808
26.787,353.914
26.806,352.707
26.836,351.92
26.832,353.293
26.835,354.824
26.851,357.227
26.846,357.395
26.855,357.935
26.869,358.062
26.884,357.666
26.903,356.147
26.925,355.139
26.971,358
26.99,357.532
26.984,357.659
26.956,357.107
26.942,357.11
26.966,356.941
26.978,355.739
26.994,354.536
26.992,354.693
26.99,354.163
27.012,353.936
27.033,354.453
27.065,354.903
27.082,354.861
27.108,355.229
27.125,354.618
27.115,354.217
27.116,354.814
27.111,355.698
27.017,352.989
27.02,352.898
27.033,353.85
27.037,353.217
27.033,353.229
27.034,353.611
27.05,353.233
27.067,352.664
27.093,352.933
27.152,352.958
27.22,352.087
27.228,351.701
27.25,352.001
27.265,352.203
27.271,352.022
27.277,352.904
27.291,352.998
27.304,353.726
27.312,353.851
27.267,359.442
27.285,359.771
27.284,359.831
27.29,359.674
27.288,358.976
27.297,358.141
27.284,357.647
27.27,357.515
27.239,357.89
27.207,358.054
27.205,358.41
27.222,358.065
27.239,359.088
27.238,359.453
27.211,359.757
27.192,358.987
27.177,358.261
27.167,358.406
27.153,358.638
26.834,351.948
26.811,352.192
26.81,352.247
26.789,351.392
26.781,351.759
26.774,352.191
26.745,351.774
26.776,351.428
26.88,351.957
26.874,351.48
26.893,351.715
26.93,353.171
26.934,353.985
26.96,353.374
26.968,352.478
26.962,351.816
26.94,352.147
26.951,352.472
26.916,352.832
26.778,348.341
26.804,348.027
26.85,348.088
26.873,348.134
26.87,348.49
26.891,348.43
26.896,348.641
26.867,349.299
26.847,349.533
26.864,349.906
26.856,350.25
26.82,351.068
26.808,350.993
26.804,350.559
26.83,351.177
26.874,351.295
26.913,350.599
26.974,349.851
27.015,350.094
27.066,351.615
27.05,352.378
27.048,352.852
27.049,353.749
27.044,353.947
27.037,353.026
27.039,353.769
27.03,354.512
26.842,355.057
26.829,355.568
26.864,354.834
26.899,353.433
26.933,352.885
26.976,352.932
27.025,351.93
27.064,350.431
27.077,350.822
27.075,350.99
27.063,351.857
27.195,357.502
27.21,357.903
27.21,356.366
27.215,356.657
27.198,356.388
27.194,355.27
27.173,355.2
27.178,355.122
27.172,355.108
27.168,355.803
27.16,355.271
27.159,355.394
27.152,355.588
27.142,356.822
27.126,356.2
27.123,354.835
27.109,355.064
27.075,354.252
27.035,354.484
27.262,351.692
27.241,352.329
27.243,352.638
27.241,352.04
27.234,352.689
27.235,352.541
27.239,352.583
27.241,353.452
27.228,352.856
27.227,352.634
27.222,352.951
27.215,352.478
27.208,352.519
27.207,353.29
27.201,352.88
27.188,353.008
27.176,353.416
27.15,353.485
27.116,354.869
27.279,352.741
27.296,351.703
27.319,353.508
27.368,355.638
27.369,354.786
27.348,353.95
27.344,354.345
27.329,353.807
27.327,353.281
27.332,353.014
27.348,352.654
27.357,352.665
27.348,352.817
27.353,353.203
27.347,352.702
27.353,352.415
27.37,352.45
27.367,351.772
27.359,352.471
27.393,354.114
27.389,353.429
27.4,352.98
27.418,352.511
27.42,351.967
27.413,352.175
27.394,352.11
27.334,352.689
27.31,352.382
27.3,352.258
27.305,353.245
27.291,354.135
27.292,354.495
27.291,353.414
27.285,353.41
27.281,353.132
27.294,354.005
27.286,353.699
27.289,353.135
27.265,352.404
27.274,352.775
27.275,352.96
27.283,352.224
27.283,351.855
27.299,351.56
27.299,351.855
27.304,351.299
27.307,351.559
27.311,352.137
27.314,351.611
27.316,351.484
27.314,351.016
27.317,351.336
27.315,350.865
27.314,351.584
27.307,352.838
27.318,351.717
27.315,351.295
27.319,351.795
27.304,351.448
27.298,351.808
27.287,351.935
27.293,351.513
27.288,352.804
27.303,352.125
27.299,351.635
27.302,351.546
27.303,351.328
27.292,350.769
27.298,351.328
27.296,351.185
27.282,352.162
27.283,352.363
27.274,351.902
27.28,351.233
27.274,350.966
27.283,351.364
27.286,356.275
27.294,355.438
27.277,354.868
27.3,354.669
27.31,353.632
27.281,352.903
27.229,352.936
27.2,353.199
27.18,352.866
27.19,352.109
27.182,351.835
27.186,352.056
27.186,352.079
27.182,352.046
27.2,349.915
27.208,350.851
27.221,352.042
27.224,351.58
27.23,351.575
27.173,351.956
27.177,351.142
27.179,350.482
27.193,350.58
27.206,350.607
27.209,350.741
27.211,350.193
27.222,351.009
27.218,350.884
27.224,350.81
27.222,351.59
27.221,350.032
27.225,351.376
27.222,350.591
27.223,350.184
27.237,350.585
27.24,352.615
27.22,352.625
27.203,350.793
27.262,352.737
27.274,352.46
27.286,353.654
27.29,353.353
27.299,352.009
27.304,351.804
27.305,352.072
27.295,351.977
27.278,351.46
27.261,351.537
27.259,351.305
27.259,351.74
27.257,351.286
27.256,350.625
27.262,350.399
27.254,350.047
27.252,351.082
27.248,350.945
27.248,350.353
27.387,350.21
27.391,349.881
27.38,350.781
27.387,351.458
27.393,350.698
27.398,352.355
27.423,352.29
27.451,351.746
27.45,352.137
27.431,352.408
27.415,352.074
27.423,351.386
27.405,350.645
27.397,350.619
27.393,351.609
27.397,350.207
27.405,351.356
27.396,350.522
27.407,350.479
27.583,350.574
27.581,349.415
27.578,350.32
27.571,351.014
27.552,350.624
27.548,350.853
27.54,350.318
27.554,350.154
27.551,350.343
27.56,351.404
27.567,352.552
27.582,352.228
27.58,351.617
27.569,350.355
27.563,351.704
27.54,351.815
27.532,351.711
27.534,351.495
27.536,350.914
27.551,350.73
27.562,351.183
27.565,350.753
27.576,351.21
27.603,351.323
27.606,351.141
27.608,351.471
27.608,351.233
27.617,351.013
27.615,350.931
27.614,351.022
27.591,351.352
27.562,350.073
27.534,350.545
27.53,351.126
27.537,350.954
27.528,350.184
27.533,350.557
27.537,349.722
